"id","name","code_prefix_start","code_prefix_end"
"pt_ag_62421311","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (2,5%) - Gasolina","62421311","62421311"
"pt_ag_62421312","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (2,5%) - Gasóleo","62421312","62421312"
"pt_ag_6242132","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a Tributação Autónoma (7,5%)","6242132","6242132"
"pt_ag_62421321","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (7,5%) - Gasolina","62421321","62421321"
"pt_ag_62421322","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (7,5%) - Gasóleo","62421322","62421322"
"pt_ag_6242133","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a Tributação Autónoma (15%)","6242133","6242133"
"pt_ag_62421331","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (15%) - Gasolina","62421331","62421331"
"pt_ag_62421332","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (15%) - Gasóleo","62421332","62421332"
"pt_ag_6242134","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a Tributação Autónoma (0%)","6242134","6242134"
"pt_ag_62421341","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (0%) - Gasolina","62421341","62421341"
"pt_ag_62421342","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (0%) - Gasóleo","62421342","62421342"
"pt_ag_624214","Combustíveis - Mercado Nacional - Viaturas Ligeiras de Passageiros movidas exclusivamente a Energia Elétrica","624214","624214"
"pt_ag_6242141","Combustíveis - Mercado Nacional - Energia Elétrica - Sujeito a Tributação Autónoma (10%)","6242141","6242141"
"pt_ag_62422","Combustíveis - Mercado Intracomunitário","62422","62422"
"pt_ag_624221","Combustíveis - Mercado Intracomunitário - Viaturas Ligeiras de Passageiros e de Mercadorias","624221","624221"
"pt_ag_6242211","Combustíveis - Mercado Intracomunitário - VLPM - Sujeito a Tributação Autónoma (8%)","6242211","6242211"
"pt_ag_62422111","Combustíveis - Mercado Intracomunitário - VLPM - Sujeito a TA (8%) - Gasolina","62422111","62422111"
"pt_ag_62422112","Combustíveis - Mercado Intracomunitário - VLPM - Sujeito a TA (8%) - Gasóleo","62422112","62422112"
"pt_ag_6242212","Combustíveis - Mercado Intracomunitário - VLPM - Sujeito a Tributação Autónoma (25%)","6242212","6242212"
"pt_ag_62422121","Combustíveis - Mercado Intracomunitário - VLPM - Sujeito a TA (25%) - Gasolina","62422121","62422121"
"pt_ag_62422122","Combustíveis - Mercado Intracomunitário - VLPM - Sujeito a TA (25%) - Gasóleo","62422122","62422122"
"pt_ag_6242213","Combustíveis - Mercado Intracomunitário - VLPM - Sujeito a Tributação Autónoma (32%)","6242213","6242213"
"pt_ag_62422131","Combustíveis - Mercado Intracomunitário - VLPM - Sujeito a TA (32%) - Gasolina","62422131","62422131"
"pt_ag_62422132","Combustíveis - Mercado Intracomunitário - VLPM - Sujeito a TA (32%) - Gasóleo","62422132","62422132"
"pt_ag_6242214","Combustíveis - Mercado Intracomunitário - VLPM - Sujeito a Tributação Autónoma (0%)","6242214","6242214"
"pt_ag_62422141","Combustíveis - Mercado Intracomunitário - VLPM - Sujeito a TA (0%) - Gasolina","62422141","62422141"
"pt_ag_62422142","Combustíveis - Mercado Intracomunitário - VLPM - Sujeito a TA (0%) - Gasóleo","62422142","62422142"
"pt_ag_624222","Combustíveis - Mercado Intracomunitário - Viaturas Ligeiras de Passageiros Híbridas Plug-in","624222","624222"
"pt_ag_6242221","Combustíveis - Mercado Intracomunitário - VLPHP - Sujeito a Tributação Autónoma (2,5%)","6242221","6242221"
"pt_ag_62422211","Combustíveis - Mercado Intracomunitário - VLPHP - Sujeito a TA (2,5%) - Gasolina","62422211","62422211"
"pt_ag_62422212","Combustíveis - Mercado Intracomunitário - VLPHP - Sujeito a TA (2,5%) - Gasóleo","62422212","62422212"
"pt_ag_6242222","Combustíveis - Mercado Intracomunitário - VLPHP - Sujeito a Tributação Autónoma (7,5%)","6242222","6242222"
"pt_ag_62422221","Combustíveis - Mercado Intracomunitário - VLPHP - Sujeito a TA (7,5%) - Gasolina","62422221","62422221"
"pt_ag_62422222","Combustíveis - Mercado Intracomunitário - VLPHP - Sujeito a TA (7,5%) - Gasóleo","62422222","62422222"
"pt_ag_6242223","Combustíveis - Mercado Intracomunitário - VLPHP - Sujeito a Tributação Autónoma (15%)","6242223","6242223"
"pt_ag_62422231","Combustíveis - Mercado Intracomunitário - VLPHP - Sujeito a TA (15%) - Gasolina","62422231","62422231"
"pt_ag_62422232","Combustíveis - Mercado Intracomunitário - VLPHP - Sujeito a TA (15%) - Gasóleo","62422232","62422232"
"pt_ag_6242224","Combustíveis - Mercado Intracomunitário - VLPHP - Sujeito a Tributação Autónoma (0%)","6242224","6242224"
"pt_ag_62422241","Combustíveis - Mercado Intracomunitário - VLPHP - Sujeito a TA (0%) - Gasolina","62422241","62422241"
"pt_ag_62422242","Combustíveis - Mercado Intracomunitário - VLPHP - Sujeito a TA (0%) - Gasóleo","62422242","62422242"
"pt_ag_624223","Combustíveis - Mercado Intracomunitário - Viaturas Ligeiras de Passageiros movidas a GPL ou GNV","624223","624223"
"pt_ag_6242231","Combustíveis - Mercado Intracomunitário - GPL ou GNV - Sujeito a Tributação Autónoma (2,5%)","6242231","6242231"
"pt_ag_62422311","Combustíveis - Mercado Intracomunitário - GPL ou GNV - Sujeito a TA (2,5%) - Gasolina","62422311","62422311"
"pt_ag_62422312","Combustíveis - Mercado Intracomunitário - GPL ou GNV - Sujeito a TA (2,5%) - Gasóleo","62422312","62422312"
"pt_ag_6242232","Combustíveis - Mercado Intracomunitário - GPL ou GNV - Sujeito a Tributação Autónoma (7,5%)","6242232","6242232"
"pt_ag_62422321","Combustíveis - Mercado Intracomunitário - GPL ou GNV - Sujeito a TA (7,5%) - Gasolina","62422321","62422321"
"pt_ag_62422322","Combustíveis - Mercado Intracomunitário - GPL ou GNV - Sujeito a TA (7,5%) - Gasóleo","62422322","62422322"
"pt_ag_6242233","Combustíveis - Mercado Intracomunitário - GPL ou GNV - Sujeito a Tributação Autónoma (15%)","6242233","6242233"
"pt_ag_62422331","Combustíveis - Mercado Intracomunitário - GPL ou GNV - Sujeito a TA (15%) - Gasolina","62422331","62422331"
"pt_ag_62422332","Combustíveis - Mercado Intracomunitário - GPL ou GNV - Sujeito a TA (15%) - Gasóleo","62422332","62422332"
"pt_ag_6242234","Combustíveis - Mercado Intracomunitário - GPL ou GNV - Sujeito a Tributação Autónoma (0%)","6242234","6242234"
"pt_ag_62422341","Combustíveis - Mercado Intracomunitário - GPL ou GNV - Sujeito a TA (0%) - Gasolina","62422341","62422341"
"pt_ag_62422342","Combustíveis - Mercado Intracomunitário - GPL ou GNV - Sujeito a TA (0%) - Gasóleo","62422342","62422342"
"pt_ag_624224","Combustíveis - Mercado Intracomunitário - Viaturas Ligeiras de Passageiros movidas exclusivamente a Energia Elétrica","624224","624224"
"pt_ag_6242241","Combustíveis - Mercado Intracomunitário - Energia Elétrica - Sujeito a Tributação Autónoma (10%)","6242241","6242241"
"pt_ag_62423","Combustíveis - Mercado Extracomunitário","62423","62423"
"pt_ag_624231","Combustíveis - Mercado Extracomunitário - Viaturas Ligeiras de Passageiros e de Mercadorias","624231","624231"
"pt_ag_6242311","Combustíveis - Mercado Extracomunitário - VLPM - Sujeito a Tributação Autónoma (8%)","6242311","6242311"
"pt_ag_62423111","Combustíveis - Mercado Extracomunitário - VLPM - Sujeito a TA (8%) - Gasolina","62423111","62423111"
"pt_ag_62423112","Combustíveis - Mercado Extracomunitário - VLPM - Sujeito a TA (8%) - Gasóleo","62423112","62423112"
"pt_ag_6242312","Combustíveis - Mercado Extracomunitário - VLPM - Sujeito a Tributação Autónoma (25%)","6242312","6242312"
"pt_ag_62423121","Combustíveis - Mercado Extracomunitário - VLPM - Sujeito a TA (25%) - Gasolina","62423121","62423121"
"pt_ag_62423122","Combustíveis - Mercado Extracomunitário - VLPM - Sujeito a TA (25%) - Gasóleo","62423122","62423122"
"pt_ag_6242313","Combustíveis - Mercado Extracomunitário - VLPM - Sujeito a Tributação Autónoma (32%)","6242313","6242313"
"pt_ag_62423131","Combustíveis - Mercado Extracomunitário - VLPM - Sujeito a TA (32%) - Gasolina","62423131","62423131"
"pt_ag_62423132","Combustíveis - Mercado Extracomunitário - VLPM - Sujeito a TA (32%) - Gasóleo","62423132","62423132"
"pt_ag_6242314","Combustíveis - Mercado Extracomunitário - VLPM - Sujeito a Tributação Autónoma (0%)","6242314","6242314"
"pt_ag_62423141","Combustíveis - Mercado Extracomunitário - VLPM - Sujeito a TA (0%) - Gasolina","62423141","62423141"
"pt_ag_62423142","Combustíveis - Mercado Extracomunitário - VLPM - Sujeito a TA (0%) - Gasóleo","62423142","62423142"
"pt_ag_624232","Combustíveis - Mercado Extracomunitário - Viaturas Ligeiras de Passageiros Híbridas Plug-in","624232","624232"
"pt_ag_6242321","Combustíveis - Mercado Extracomunitário - VLPHP - Sujeito a Tributação Autónoma (2,5%)","6242321","6242321"
"pt_ag_62423211","Combustíveis - Mercado Extracomunitário - VLPHP - Sujeito a TA (2,5%) - Gasolina","62423211","62423211"
"pt_ag_62423212","Combustíveis - Mercado Extracomunitário - VLPHP - Sujeito a TA (2,5%) - Gasóleo","62423212","62423212"
"pt_ag_6242322","Combustíveis - Mercado Extracomunitário - VLPHP - Sujeito a Tributação Autónoma (7,5%)","6242322","6242322"
"pt_ag_62423221","Combustíveis - Mercado Extracomunitário - VLPHP - Sujeito a TA (7,5%) - Gasolina","62423221","62423221"
"pt_ag_62423222","Combustíveis - Mercado Extracomunitário - VLPHP - Sujeito a TA (7,5%) - Gasóleo","62423222","62423222"
"pt_ag_6242323","Combustíveis - Mercado Extracomunitário - VLPHP - Sujeito a Tributação Autónoma (15%)","6242323","6242323"
"pt_ag_62423231","Combustíveis - Mercado Extracomunitário - VLPHP - Sujeito a TA (15%) - Gasolina","62423231","62423231"
"pt_ag_62423232","Combustíveis - Mercado Extracomunitário - VLPHP - Sujeito a TA (15%) - Gasóleo","62423232","62423232"
"pt_ag_6242324","Combustíveis - Mercado Extracomunitário - VLPHP - Sujeito a Tributação Autónoma (0%)","6242324","6242324"
"pt_ag_62423241","Combustíveis - Mercado Extracomunitário - VLPHP - Sujeito a TA (0%) - Gasolina","62423241","62423241"
"pt_ag_62423242","Combustíveis - Mercado Extracomunitário - VLPHP - Sujeito a TA (0%) - Gasóleo","62423242","62423242"
"pt_ag_624233","Combustíveis - Mercado Extracomunitário - Viaturas Ligeiras de Passageiros movidas a GPL ou GNV","624233","624233"
"pt_ag_6242331","Combustíveis - Mercado Extracomunitário - GPL ou GNV - Sujeito a Tributação Autónoma (2,5%)","6242331","6242331"
"pt_ag_62423311","Combustíveis - Mercado Extracomunitário - GPL ou GNV - Sujeito a TA (2,5%) - Gasolina","62423311","62423311"
"pt_ag_62423312","Combustíveis - Mercado Extracomunitário - GPL ou GNV - Sujeito a TA (2,5%) - Gasóleo","62423312","62423312"
"pt_ag_6242332","Combustíveis - Mercado Extracomunitário - GPL ou GNV - Sujeito a Tributação Autónoma (7,5%)","6242332","6242332"
"pt_ag_62423321","Combustíveis - Mercado Extracomunitário - GPL ou GNV - Sujeito a TA (7,5%) - Gasolina","62423321","62423321"
"pt_ag_62423322","Combustíveis - Mercado Extracomunitário - GPL ou GNV - Sujeito a TA (7,5%) - Gasóleo","62423322","62423322"
"pt_ag_6242333","Combustíveis - Mercado Extracomunitário - GPL ou GNV - Sujeito a Tributação Autónoma (15%)","6242333","6242333"
"pt_ag_62423331","Combustíveis - Mercado Extracomunitário - GPL ou GNV - Sujeito a TA (15%) - Gasolina","62423331","62423331"
"pt_ag_62423332","Combustíveis - Mercado Extracomunitário - GPL ou GNV - Sujeito a TA (15%) - Gasóleo","62423332","62423332"
"pt_ag_6242334","Combustíveis - Mercado Extracomunitário - GPL ou GNV - Sujeito a Tributação Autónoma (0%)","6242334","6242334"
"pt_ag_62423341","Combustíveis - Mercado Extracomunitário - GPL ou GNV - Sujeito a TA (0%) - Gasolina","62423341","62423341"
"pt_ag_62423342","Combustíveis - Mercado Extracomunitário - GPL ou GNV - Sujeito a TA (0%) - Gasóleo","62423342","62423342"
"pt_ag_624234","Combustíveis - Mercado Extracomunitário - Viaturas Ligeiras de Passageiros movidas exclusivamente a Energia Elétrica","624234","624234"
"pt_ag_6242341","Combustíveis - Mercado Extracomunitário - Energia Elétrica - Sujeito a Tributação Autónoma (10%)","6242341","6242341"
"pt_ag_6243","Água","6243","6243"
"pt_ag_6248","Outros","6248","6248"
"pt_ag_625","Deslocações, Estadas e Transportes","625","625"
"pt_ag_6251","Deslocações e Estadas","6251","6251"
"pt_ag_62511","Deslocações e Estadas - Mercado Nacional","62511","62511"
"pt_ag_625113","Deslocações e Estadas - Mercado Nacional - Compens. util. viatura própria (km pagos)","625113","625113"
"pt_ag_6251131","Deslocações e Estadas - Mercado Nacional - Compens. util. viatura própria (km pagos) - Gerência","6251131","6251131"
"pt_ag_6251132","Deslocações e Estadas - Mercado Nacional - Compens. util. viatura própria (km pagos) - Pessoal","6251132","6251132"
"pt_ag_625114","Deslocações e Estadas - Mercado Nacional - Portagens e Estacionamentos","625114","625114"
"pt_ag_6251141","Deslocações e Estadas - Mercado Nacional - Portagens e Estacionamentos - Viaturas Ligeiras de Passageiros e de Mercadorias","6251141","6251141"
"pt_ag_62511411","Deslocações e Estadas - Mercado Nacional - Portagens e Estacionamentos - VLPM - Sujeito a Tributação Autónoma (8%)","62511411","62511411"
"pt_ag_62511412","Deslocações e Estadas - Mercado Nacional - Portagens e Estacionamentos - VLPM - Sujeito a Tributação Autónoma (25%)","62511412","62511412"
"pt_ag_62511413","Deslocações e Estadas - Mercado Nacional - Portagens e Estacionamentos - VLPM - Sujeito a Tributação Autónoma (32%)","62511413","62511413"
"pt_ag_62511414","Deslocações e Estadas - Mercado Nacional - Portagens e Estacionamentos - VLPM - Sujeito a Tributação Autónoma (0%)","62511414","62511414"
"pt_ag_6251142","Deslocações e Estadas - Mercado Nacional - Portagens e Estacionamentos - Viaturas Ligeiras de Passageiros Híbridas Plug-in","6251142","6251142"
"pt_ag_62511421","Deslocações e Estadas - Mercado Nacional - Portagens e Estacionamentos - VLPHP - Sujeito a Tributação Autónoma (2,5%)","62511421","62511421"
"pt_ag_62511422","Deslocações e Estadas - Mercado Nacional - Portagens e Estacionamentos - VLPHP - Sujeito a Tributação Autónoma (7,5%)","62511422","62511422"
"pt_ag_62511423","Deslocações e Estadas - Mercado Nacional - Portagens e Estacionamentos - VLPHP - Sujeito a Tributação Autónoma (15%)","62511423","62511423"
"pt_ag_62511424","Deslocações e Estadas - Mercado Nacional - Portagens e Estacionamentos - VLPHP - Sujeito a Tributação Autónoma (0%)","62511424","62511424"
"pt_ag_6251143","Deslocações e Estadas - Mercado Nacional - Portagens e Estacionamentos - Viaturas Ligeiras de Passageiros movidas a GPL ou GNV","6251143","6251143"
"pt_ag_62511431","Deslocações e Estadas - Mercado Nacional - Portagens e Estacionamentos - GPL ou GNV - Sujeito a Tributação Autónoma (2,5%)","62511431","62511431"
"pt_ag_62511432","Deslocações e Estadas - Mercado Nacional - Portagens e Estacionamentos - GPL ou GNV - Sujeito a Tributação Autónoma (7,5%)","62511432","62511432"
"pt_ag_62511433","Deslocações e Estadas - Mercado Nacional - Portagens e Estacionamentos - GPL ou GNV - Sujeito a Tributação Autónoma (15%)","62511433","62511433"
"pt_ag_62511434","Deslocações e Estadas - Mercado Nacional - Portagens e Estacionamentos - GPL ou GNV - Sujeito a Tributação Autónoma (0%)","62511434","62511434"
"pt_ag_6251144","Deslocações e Estadas - Mercado Nacional - Portagens e Estacionamentos - Viaturas Ligeiras de Passageiros movidas exclusivamente a Energia Elétrica","6251144","6251144"
"pt_ag_62511441","Deslocações e Estadas - Mercado Nacional - Portagens e Estacionamentos - Energia Elétrica - Sujeito a Tributação Autónoma (10%)","62511441","62511441"
"pt_ag_62511442","Deslocações e Estadas - Mercado Nacional - Portagens e Estacionamentos - Energia Elétrica - Sujeito a Tributação Autónoma (0%)","62511442","62511442"
"pt_ag_62512","Deslocações e Estadas - Mercado Intracomunitário","62512","62512"
"pt_ag_625123","Deslocações e Estadas - Mercado Intracomunitário - Compens. util. viatura própria (km pagos)","625123","625123"
"pt_ag_6251231","Deslocações e Estadas - Mercado Intracomunitário - Compens. util. viatura própria (km pagos) - Gerência","6251231","6251231"
"pt_ag_6251232","Deslocações e Estadas - Mercado Intracomunitário - Compens. util. viatura própria (km pagos) - Pessoal","6251232","6251232"
"pt_ag_625124","Deslocações e Estadas - Mercado Intracomunitário - Portagens e Estacionamentos","625124","625124"
"pt_ag_6251241","Deslocações e Estadas - Mercado Intracomunitário - Portagens e Estacionamentos - Viaturas Ligeiras de Passageiros e de Mercadorias","6251241","6251241"
"pt_ag_62512411","Deslocações e Estadas - Mercado Intracomunitário - Portagens e Estacionamentos - VLPM - Sujeito a Tributação Autónoma (8%)","62512411","62512411"
"pt_ag_62512412","Deslocações e Estadas - Mercado Intracomunitário - Portagens e Estacionamentos - VLPM - Sujeito a Tributação Autónoma (25%)","62512412","62512412"
"pt_ag_62512413","Deslocações e Estadas - Mercado Intracomunitário - Portagens e Estacionamentos - VLPM - Sujeito a Tributação Autónoma (32%)","62512413","62512413"
"pt_ag_62512414","Deslocações e Estadas - Mercado Intracomunitário - Portagens e Estacionamentos - VLPM - Sujeito a Tributação Autónoma (0%)","62512414","62512414"
"pt_ag_6251242","Deslocações e Estadas - Mercado Intracomunitário - Portagens e Estacionamentos - Viaturas Ligeiras de Passageiros Híbridas Plug-in","6251242","6251242"
"pt_ag_62512421","Deslocações e Estadas - Mercado Intracomunitário - Portagens e Estacionamentos - VLPHP - Sujeito a Tributação Autónoma (2,5%)","62512421","62512421"
"pt_ag_62512422","Deslocações e Estadas - Mercado Intracomunitário - Portagens e Estacionamentos - VLPHP - Sujeito a Tributação Autónoma (7,5%)","62512422","62512422"
"pt_ag_62512423","Deslocações e Estadas - Mercado Intracomunitário - Portagens e Estacionamentos - VLPHP - Sujeito a Tributação Autónoma (15%)","62512423","62512423"
"pt_ag_62512424","Deslocações e Estadas - Mercado Intracomunitário - Portagens e Estacionamentos - VLPHP - Sujeito a Tributação Autónoma (0%)","62512424","62512424"
"pt_ag_6251243","Deslocações e Estadas - Mercado Intracomunitário - Portagens e Estacionamentos - Viaturas Ligeiras de Passageiros movidas a GPL ou GNV","6251243","6251243"
"pt_ag_62512431","Deslocações e Estadas - Mercado Intracomunitário - Portagens e Estacionamentos - GPL ou GNV - Sujeito a Tributação Autónoma (2,5%)","62512431","62512431"
"pt_ag_62512432","Deslocações e Estadas - Mercado Intracomunitário - Portagens e Estacionamentos - GPL ou GNV - Sujeito a Tributação Autónoma (7,5%)","62512432","62512432"
"pt_ag_62512433","Deslocações e Estadas - Mercado Intracomunitário - Portagens e Estacionamentos - GPL ou GNV - Sujeito a Tributação Autónoma (15%)","62512433","62512433"
"pt_ag_62512434","Deslocações e Estadas - Mercado Intracomunitário - Portagens e Estacionamentos - GPL ou GNV - Sujeito a Tributação Autónoma (0%)","62512434","62512434"
"pt_ag_6251244","Deslocações e Estadas - Mercado Intracomunitário - Portagens e Estacionamentos - Viaturas Ligeiras de Passageiros movidas exclusivamente a Energia Elétrica","6251244","6251244"
"pt_ag_62512441","Deslocações e Estadas - Mercado Intracomunitário - Portagens e Estacionamentos - Energia Elétrica - Sujeito a Tributação Autónoma (10%)","62512441","62512441"
"pt_ag_62512442","Deslocações e Estadas - Mercado Intracomunitário - Portagens e Estacionamentos - Energia Elétrica - Sujeito a Tributação Autónoma (0%)","62512442","62512442"
"pt_ag_62513","Deslocações e Estadas - Mercado Extracomunitário","62513","62513"
"pt_ag_625133","Deslocações e Estadas - Mercado Extracomunitário - Compens. util. viatura própria (km pagos)","625133","625133"
"pt_ag_6251331","Deslocações e Estadas - Mercado Extracomunitário - Compens. util. viatura própria (km pagos) - Gerência","6251331","6251331"
"pt_ag_6251332","Deslocações e Estadas - Mercado Extracomunitário - Compens. util. viatura própria (km pagos) - Pessoal","6251332","6251332"
"pt_ag_625134","Deslocações e Estadas - Mercado Extracomunitário - Portagens e Estacionamentos","625134","625134"
"pt_ag_6251341","Deslocações e Estadas - Mercado Extracomunitário - Portagens e Estacionamentos - Viaturas Ligeiras de Passageiros e de Mercadorias","6251341","6251341"
"pt_ag_62513411","Deslocações e Estadas - Mercado Extracomunitário - Portagens e Estacionamentos - VLPM - Sujeito a Tributação Autónoma (8%)","62513411","62513411"
"pt_ag_62513412","Deslocações e Estadas - Mercado Extracomunitário - Portagens e Estacionamentos - VLPM - Sujeito a Tributação Autónoma (25%)","62513412","62513412"
"pt_ag_62513413","Deslocações e Estadas - Mercado Extracomunitário - Portagens e Estacionamentos - VLPM - Sujeito a Tributação Autónoma (32%)","62513413","62513413"
"pt_ag_62513414","Deslocações e Estadas - Mercado Extracomunitário - Portagens e Estacionamentos - VLPM - Sujeito a Tributação Autónoma (0%)","62513414","62513414"
"pt_ag_6251342","Deslocações e Estadas - Mercado Extracomunitário - Portagens e Estacionamentos - Viaturas Ligeiras de Passageiros Híbridas Plug-in","6251342","6251342"
"pt_ag_62513421","Deslocações e Estadas - Mercado Extracomunitário - Portagens e Estacionamentos - VLPHP - Sujeito a Tributação Autónoma (2,5%)","62513421","62513421"
"pt_ag_62513422","Deslocações e Estadas - Mercado Extracomunitário - Portagens e Estacionamentos - VLPHP - Sujeito a Tributação Autónoma (7,5%)","62513422","62513422"
"pt_ag_62513423","Deslocações e Estadas - Mercado Extracomunitário - Portagens e Estacionamentos - VLPHP - Sujeito a Tributação Autónoma (15%)","62513423","62513423"
"pt_ag_62513424","Deslocações e Estadas - Mercado Extracomunitário - Portagens e Estacionamentos - VLPHP - Sujeito a Tributação Autónoma (0%)","62513424","62513424"
"pt_ag_6251343","Deslocações e Estadas - Mercado Extracomunitário - Portagens e Estacionamentos - Viaturas Ligeiras de Passageiros movidas a GPL ou GNV","6251343","6251343"
"pt_ag_62513431","Deslocações e Estadas - Mercado Extracomunitário - Portagens e Estacionamentos - GPL ou GNV - Sujeito a Tributação Autónoma (2,5%)","62513431","62513431"
"pt_ag_62513432","Deslocações e Estadas - Mercado Extracomunitário - Portagens e Estacionamentos - GPL ou GNV - Sujeito a Tributação Autónoma (7,5%)","62513432","62513432"
"pt_ag_62513433","Deslocações e Estadas - Mercado Extracomunitário - Portagens e Estacionamentos - GPL ou GNV - Sujeito a Tributação Autónoma (15%)","62513433","62513433"
"pt_ag_62513434","Deslocações e Estadas - Mercado Extracomunitário - Portagens e Estacionamentos - GPL ou GNV - Sujeito a Tributação Autónoma (0%)","62513434","62513434"
"pt_ag_6251344","Deslocações e Estadas - Mercado Extracomunitário - Portagens e Estacionamentos - Viaturas Ligeiras de Passageiros movidas exclusivamente a Energia Elétrica","6251344","6251344"
"pt_ag_62513441","Deslocações e Estadas - Mercado Extracomunitário - Portagens e Estacionamentos - Energia Elétrica - Sujeito a Tributação Autónoma (10%)","62513441","62513441"
"pt_ag_62513442","Deslocações e Estadas - Mercado Extracomunitário - Portagens e Estacionamentos - Energia Elétrica - Sujeito a Tributação Autónoma (0%)","62513442","62513442"
"pt_ag_6252","Transportes de pessoal","6252","6252"
"pt_ag_6253","Transportes de mercadorias","6253","6253"
"pt_ag_6258","Outros","6258","6258"
"pt_ag_626","Serviços diversos","626","626"
"pt_ag_62611","Rendas e Alugueres - Mercado Nacional","62611","62611"
"pt_ag_626111","Rendas e Alugueres - Mercado Nacional - Viaturas","626111","626111"
"pt_ag_6261111","Rendas e Alugueres - Mercado Nacional - Viaturas - Ligeiras de Passageiros e de Mercadorias","6261111","6261111"
"pt_ag_62611111","Rendas e Alugueres - Mercado Nacional - Viaturas - LPM - Sujeito a Tributação Autónoma (8%)","62611111","62611111"
"pt_ag_62611112","Rendas e Alugueres - Mercado Nacional - Viaturas - LPM - Sujeito a Tributação Autónoma (25%)","62611112","62611112"
"pt_ag_62611113","Rendas e Alugueres - Mercado Nacional - Viaturas - LPM - Sujeito a Tributação Autónoma (32%)","62611113","62611113"
"pt_ag_62611114","Rendas e Alugueres - Mercado Nacional - Viaturas - LPM - Sujeito a Tributação Autónoma (0%)","62611114","62611114"
"pt_ag_6261112","Rendas e Alugueres - Mercado Nacional - Viaturas - Ligeiras de Passageiros Híbridas Plug-in","6261112","6261112"
"pt_ag_62611121","Rendas e Alugueres - Mercado Nacional - Viaturas - LPHP - Sujeito a Tributação Autónoma (2,5%)","62611121","62611121"
"pt_ag_62611122","Rendas e Alugueres - Mercado Nacional - Viaturas - LPHP - Sujeito a Tributação Autónoma (7,5%)","62611122","62611122"
"pt_ag_62611123","Rendas e Alugueres - Mercado Nacional - Viaturas - LPHP - Sujeito a Tributação Autónoma (15%)","62611123","62611123"
"pt_ag_62611124","Rendas e Alugueres - Mercado Nacional - Viaturas - LPHP - Sujeito a Tributação Autónoma (0%)","62611124","62611124"
"pt_ag_6261113","Rendas e Alugueres - Mercado Nacional - Viaturas - Ligeiras de Passageiros movidas a GPL ou GNV","6261113","6261113"
"pt_ag_62611131","Rendas e Alugueres - Mercado Nacional - Viaturas - GPL ou GNV - Sujeito a Tributação Autónoma (2,5%)","62611131","62611131"
"pt_ag_62611132","Rendas e Alugueres - Mercado Nacional - Viaturas - GPL ou GNV - Sujeito a Tributação Autónoma (7,5%)","62611132","62611132"
"pt_ag_62611133","Rendas e Alugueres - Mercado Nacional - Viaturas - GPL ou GNV - Sujeito a Tributação Autónoma (15%)","62611133","62611133"
"pt_ag_62611134","Rendas e Alugueres - Mercado Nacional - Viaturas - GPL ou GNV - Sujeito a Tributação Autónoma (0%)","62611134","62611134"
"pt_ag_6261114","Rendas e Alugueres - Mercado Nacional - Viaturas - Ligeiras de Passageiros movidas exclusivamente a Energia Elétrica","6261114","6261114"
"pt_ag_62611141","Rendas e Alugueres - Mercado Nacional - Viaturas - Energia Elétrica - Sujeito a Tributação Autónoma (10%)","62611141","62611141"
"pt_ag_62611142","Rendas e Alugueres - Mercado Nacional - Viaturas - Energia Elétrica - Sujeito a Tributação Autónoma (0%)","62611142","62611142"
"pt_ag_62612","Rendas e Alugueres - Mercado Intracomunitário","62612","62612"
"pt_ag_626121","Rendas e Alugueres - Mercado Intracomunitário - Viaturas","626121","626121"
"pt_ag_6261211","Rendas e Alugueres - Mercado Intracomunitário - Viaturas - Ligeiras de Passageiros e de Mercadorias","6261211","6261211"
"pt_ag_62612111","Rendas e Alugueres - Mercado Intracomunitário - Viaturas - LPM - Sujeito a Tributação Autónoma (8%)","62612111","62612111"
"pt_ag_62612112","Rendas e Alugueres - Mercado Intracomunitário - Viaturas - LPM - Sujeito a Tributação Autónoma (25%)","62612112","62612112"
"pt_ag_62612113","Rendas e Alugueres - Mercado Intracomunitário - Viaturas - LPM - Sujeito a Tributação Autónoma (32%)","62612113","62612113"
"pt_ag_62612114","Rendas e Alugueres - Mercado Intracomunitário - Viaturas - LPM - Sujeito a Tributação Autónoma (0%)","62612114","62612114"
"pt_ag_6261212","Rendas e Alugueres - Mercado Intracomunitário - Viaturas - Ligeiras de Passageiros Híbridas Plug-in","6261212","6261212"
"pt_ag_62612121","Rendas e Alugueres - Mercado Intracomunitário - Viaturas - LPHP - Sujeito a Tributação Autónoma (2,5%)","62612121","62612121"
"pt_ag_62612122","Rendas e Alugueres - Mercado Intracomunitário - Viaturas - LPHP - Sujeito a Tributação Autónoma (7,5%)","62612122","62612122"
