"id","name","code_prefix_start","code_prefix_end"
"pt_ag_62612123","Rendas e Alugueres - Mercado Intracomunitário - Viaturas - LPHP - Sujeito a Tributação Autónoma (15%)","62612123","62612123"
"pt_ag_62612124","Rendas e Alugueres - Mercado Intracomunitário - Viaturas - LPHP - Sujeito a Tributação Autónoma (0%)","62612124","62612124"
"pt_ag_6261213","Rendas e Alugueres - Mercado Intracomunitário - Viaturas - Ligeiras de Passageiros movidas a GPL ou GNV","6261213","6261213"
"pt_ag_62612131","Rendas e Alugueres - Mercado Intracomunitário - Viaturas - GPL ou GNV - Sujeito a Tributação Autónoma (2,5%)","62612131","62612131"
"pt_ag_62612132","Rendas e Alugueres - Mercado Intracomunitário - Viaturas - GPL ou GNV - Sujeito a Tributação Autónoma (7,5%)","62612132","62612132"
"pt_ag_62612133","Rendas e Alugueres - Mercado Intracomunitário - Viaturas - GPL ou GNV - Sujeito a Tributação Autónoma (15%)","62612133","62612133"
"pt_ag_62612134","Rendas e Alugueres - Mercado Intracomunitário - Viaturas - GPL ou GNV - Sujeito a Tributação Autónoma (0%)","62612134","62612134"
"pt_ag_6261214","Rendas e Alugueres - Mercado Intracomunitário - Viaturas - Ligeiras de Passageiros movidas exclusivamente a Energia Elétrica","6261214","6261214"
"pt_ag_62612141","Rendas e Alugueres - Mercado Intracomunitário - Viaturas - Energia Elétrica - Sujeito a Tributação Autónoma (10%)","62612141","62612141"
"pt_ag_62612142","Rendas e Alugueres - Mercado Intracomunitário - Viaturas - Energia Elétrica - Sujeito a Tributação Autónoma (0%)","62612142","62612142"
"pt_ag_62613","Rendas e Alugueres - Mercado Extracomunitário","62613","62613"
"pt_ag_626131","Rendas e Alugueres - Mercado Extracomunitário - Viaturas","626131","626131"
"pt_ag_6261311","Rendas e Alugueres - Mercado Extracomunitário - Viaturas - Ligeiras de Passageiros e de Mercadorias","6261311","6261311"
"pt_ag_62613111","Rendas e Alugueres - Mercado Extracomunitário - Viaturas - LPM - Sujeito a Tributação Autónoma (8%)","62613111","62613111"
"pt_ag_62613112","Rendas e Alugueres - Mercado Extracomunitário - Viaturas - LPM - Sujeito a Tributação Autónoma (25%)","62613112","62613112"
"pt_ag_62613113","Rendas e Alugueres - Mercado Extracomunitário - Viaturas - LPM - Sujeito a Tributação Autónoma (32%)","62613113","62613113"
"pt_ag_62613114","Rendas e Alugueres - Mercado Extracomunitário - Viaturas - LPM - Sujeito a Tributação Autónoma (0%)","62613114","62613114"
"pt_ag_6261312","Rendas e Alugueres - Mercado Extracomunitário - Viaturas - Ligeiras de Passageiros Híbridas Plug-in","6261312","6261312"
"pt_ag_62613121","Rendas e Alugueres - Mercado Extracomunitário - Viaturas - LPHP - Sujeito a Tributação Autónoma (2,5%)","62613121","62613121"
"pt_ag_62613122","Rendas e Alugueres - Mercado Extracomunitário - Viaturas - LPHP - Sujeito a Tributação Autónoma (7,5%)","62613122","62613122"
"pt_ag_62613123","Rendas e Alugueres - Mercado Extracomunitário - Viaturas - LPHP - Sujeito a Tributação Autónoma (15%)","62613123","62613123"
"pt_ag_62613124","Rendas e Alugueres - Mercado Extracomunitário - Viaturas - LPHP - Sujeito a Tributação Autónoma (0%)","62613124","62613124"
"pt_ag_6261313","Rendas e Alugueres - Mercado Extracomunitário - Viaturas - Ligeiras de Passageiros movidas a GPL ou GNV","6261313","6261313"
"pt_ag_62613131","Rendas e Alugueres - Mercado Extracomunitário - Viaturas - GPL ou GNV - Sujeito a Tributação Autónoma (2,5%)","62613131","62613131"
"pt_ag_62613132","Rendas e Alugueres - Mercado Extracomunitário - Viaturas - GPL ou GNV - Sujeito a Tributação Autónoma (7,5%)","62613132","62613132"
"pt_ag_62613133","Rendas e Alugueres - Mercado Extracomunitário - Viaturas - GPL ou GNV - Sujeito a Tributação Autónoma (15%)","62613133","62613133"
"pt_ag_62613134","Rendas e Alugueres - Mercado Extracomunitário - Viaturas - GPL ou GNV - Sujeito a Tributação Autónoma (0%)","62613134","62613134"
"pt_ag_6261314","Rendas e Alugueres - Mercado Extracomunitário - Viaturas - Ligeiras de Passageiros movidas exclusivamente a Energia Elétrica","6261314","6261314"
"pt_ag_62613141","Rendas e Alugueres - Mercado Extracomunitário - Viaturas - Energia Elétrica - Sujeito a Tributação Autónoma (10%)","62613141","62613141"
"pt_ag_62613142","Rendas e Alugueres - Mercado Extracomunitário - Viaturas - Energia Elétrica - Sujeito a Tributação Autónoma (0%)","62613142","62613142"
"pt_ag_6262","Comunicação","6262","6262"
"pt_ag_6263","Seguros","6263","6263"
"pt_ag_62631","Seguros - Mercado Nacional","62631","62631"
"pt_ag_626311","Seguros - Mercado Nacional - Autómovel","626311","626311"
"pt_ag_6263111","Seguros - Mercado Nacional - Autómovel - Viaturas Ligeiras de Passageiros e de Mercadorias","6263111","6263111"
"pt_ag_6263112","Seguros - Mercado Nacional - Autómovel - Viaturas Ligeiras de Passageiros Híbridas Plug-in","6263112","6263112"
"pt_ag_6263113","Seguros - Mercado Nacional - Autómovel - Viaturas Ligeiras de Passageiros movidas a GPL ou GNV","6263113","6263113"
"pt_ag_6263114","Seguros - Mercado Nacional - Autómovel - Viaturas Ligeiras de Passageiros movidas exclusivamente a Energia Elétrica","6263114","6263114"
"pt_ag_62632","Seguros - Mercado Intracomunitário","62632","62632"
"pt_ag_626321","Seguros - Mercado Intracomunitário - Autómovel","626321","626321"
"pt_ag_6263211","Seguros - Mercado Intracomunitário - Autómovel - Viaturas Ligeiras de Passageiros e de Mercadorias","6263211","6263211"
"pt_ag_6263212","Seguros - Mercado Intracomunitário - Autómovel - Viaturas Ligeiras de Passageiros Híbridas Plug-in","6263212","6263212"
"pt_ag_6263213","Seguros - Mercado Intracomunitário - Autómovel - Viaturas Ligeiras de Passageiros movidas a GPL ou GNV","6263213","6263213"
"pt_ag_6263214","Seguros - Mercado Intracomunitário - Autómovel - Viaturas Ligeiras de Passageiros movidas exclusivamente a Energia Elétrica","6263214","6263214"
"pt_ag_62633","Seguros - Mercado Extracomunitário","62633","62633"
"pt_ag_626331","Seguros - Mercado Extracomunitário - Autómovel","626331","626331"
"pt_ag_6263311","Seguros - Mercado Extracomunitário - Autómovel - Viaturas Ligeiras de Passageiros e de Mercadorias","6263311","6263311"
"pt_ag_6263312","Seguros - Mercado Extracomunitário - Autómovel - Viaturas Ligeiras de Passageiros Híbridas Plug-in","6263312","6263312"
"pt_ag_6263313","Seguros - Mercado Extracomunitário - Autómovel - Viaturas Ligeiras de Passageiros movidas a GPL ou GNV","6263313","6263313"
"pt_ag_6263314","Seguros - Mercado Extracomunitário - Autómovel - Viaturas Ligeiras de Passageiros movidas exclusivamente a Energia Elétrica","6263314","6263314"
"pt_ag_6264","Royalties","6264","6264"
"pt_ag_6265","Contencioso e notariado","6265","6265"
"pt_ag_6266","Despesas de Representação","6266","6266"
"pt_ag_62661","Despesas de Representação - Mercado Nacional","62661","62661"
"pt_ag_626611","Despesas de Representação - Mercado Nacional - Sujeito a Tributação Autónoma (10%)","626611","626611"
"pt_ag_62662","Despesas de Representação - Mercado Intracomunitário","62662","62662"
"pt_ag_626621","Despesas de Representação - Mercado Intracomunitário - Sujeito a Tributação Autónoma (10%)","626621","626621"
"pt_ag_62663","Despesas de Representação - Mercado Extracomunitário","62663","62663"
"pt_ag_626631","Despesas de Representação - Mercado Extracomunitário - Sujeito a Tributação Autónoma (10%)","626631","626631"
"pt_ag_6267","Limpeza, higiene e conforto","6267","6267"
"pt_ag_6268","Outros serviços","6268","6268"
"pt_ag_63","Gastos com o Pessoal","63","63"
"pt_ag_631","Remunerações dos órgãos sociais","631","631"
"pt_ag_6318","Ajudas de Custo - Gerência","6318","6318"
"pt_ag_63182","Não Faturadas a Clientes","63182","63182"
"pt_ag_632","Remunerações do pessoal","632","632"
"pt_ag_6328","Ajudas de Custo - Pessoal","6328","6328"
"pt_ag_63282","Não Faturadas a Clientes","63282","63282"
"pt_ag_633","Benefícios pós-emprego","633","633"
"pt_ag_64","Gastos de Depreciação e de Amortização","64","64"
"pt_ag_641","Gastos de Depreciação e de Amortização - Propriedades de Investimento","641","641"
"pt_ag_642","Gastos de Depreciação e de Amortização - Ativos Fixos Tangíveis","642","642"
"pt_ag_6424","Gastos de Depreciação e de Amortização - AFT - Equipamento de Transporte","6424","6424"
"pt_ag_64241","Gastos de Depreciação e de Amortização - AFT - Equipamento de Transporte - Viaturas Ligeiras de Passageiros e de Mercadorias","64241","64241"
"pt_ag_64242","Gastos de Depreciação e de Amortização - AFT - Equipamento de Transporte - Viaturas Ligeiras de Passageiros Híbridas Plug-in","64242","64242"
"pt_ag_64243","Gastos de Depreciação e de Amortização - AFT - Equipamento de Transporte - Viaturas Ligeiras de Passageiros movidas a GPL ou GNV","64243","64243"
"pt_ag_64244","Gastos de Depreciação e de Amortização - AFT - Equipamento de Transporte - Viaturas Ligeiras de Passageiros movidas exclusivamente a Energia Elétrica","64244","64244"
"pt_ag_643","Gastos de Depreciação e de Amortização - Ativos Intangíveis","643","643"
"pt_ag_65","Perdas por Imparidade","65","65"
"pt_ag_651","Em Clientes","651","651"
"pt_ag_652","Em inventários","652","652"
"pt_ag_6526","Ativos Biológicos","6526","6526"
"pt_ag_653","Em investimentos financeiros","653","653"
"pt_ag_654","Em propriedades de investimento","654","654"
"pt_ag_655","Em activos fixos tangíveis","655","655"
"pt_ag_656","Em activos intangíveis","656","656"
"pt_ag_657","Em investimentos em curso","657","657"
"pt_ag_6575","Adiantamentos por conta de investimentos","6575","6575"
"pt_ag_658","Em activos não correntes detidos para venda","658","658"
"pt_ag_66","Perdas por Reduções e Justo Valor","66","66"
"pt_ag_662","Em investimentos financeiros","662","662"
"pt_ag_663","Em propriedades de investimento","663","663"
"pt_ag_664","Em activos biológicos","664","664"
"pt_ag_67","Provisões do Período","67","67"
"pt_ag_68","Outros Gastos","68","68"
"pt_ag_681","Impostos","681","681"
"pt_ag_6812","Impostos indirectos","6812","6812"
"pt_ag_68124","Impostos Indirectos - Imposto Único de Circulação (IUC)","68124","68124"
"pt_ag_681241","Impostos Indirectos - IUC - Viaturas Ligeiras de Passageiros e de Mercadorias","681241","681241"
"pt_ag_681242","Impostos Indirectos - IUC - Viaturas Ligeiras de Passageiros Híbridas Plug-in","681242","681242"
"pt_ag_681243","Impostos Indirectos - IUC - Viaturas Ligeiras de Passageiros movidas a GPL ou GNV","681243","681243"
"pt_ag_681244","Impostos Indirectos - IUC - Viaturas Ligeiras de Passageiros movidas exclusivamente a Energia Elétrica","681244","681244"
"pt_ag_684","Perdas em inventários","684","684"
"pt_ag_685","Gastos e perdas em subsidiárias, associadas e empreendimentos conjuntos","685","685"
"pt_ag_686","Gastos e perdas nos restantes investimentos financeiros","686","686"
"pt_ag_687","Gastos e perdas em investimentos não financeiros","687","687"
"pt_ag_688","Outros Gastos","688","688"
"pt_ag_6882","Donativos","6882","6882"
"pt_ag_68821","Considerados como Custo Fiscal","68821","68821"
"pt_ag_688211","Com Majoração","688211","688211"
"pt_ag_6888","Outros não especificados","6888","6888"
"pt_ag_68882","Gastos Não Consideradas Custos Fiscais","68882","68882"
"pt_ag_688821","Despesas Não Documentadas","688821","688821"
"pt_ag_68883","Multas e Penalidades","68883","68883"
"pt_ag_69","Gastos de Financiamento","69","69"
"pt_ag_691","Juros Suportados","691","691"
"pt_ag_6911","Juros Suportados - Juros de Financiamentos Obtidos","6911","6911"
"pt_ag_69112","Juros Suportados - Juros de Leasing","69112","69112"
"pt_ag_691121","Juros Suportados - Juros de Leasing - Viaturas Ligeiras de Passageiros e de Mercadorias","691121","691121"
"pt_ag_691122","Juros Suportados - Juros de Leasing - Viaturas Ligeiras de Passageiros Híbridas Plug-in","691122","691122"
"pt_ag_691123","Juros Suportados - Juros de Leasing -  Viaturas Ligeiras de Passageiros movidas a GPL ou GNV","691123","691123"
"pt_ag_691124","Juros Suportados - Juros de Leasing - Viaturas Ligeiras de Passageiros movidas exclusivamente a Energia Elétrica","691124","691124"
"pt_ag_692","Diferenças de Câmbio Desfavorável","692","692"
"pt_ag_698","Outros gastos e perdas de financiamento","698","698"
"pt_ag_7","Rendimentos","7","7"
"pt_ag_71","Vendas","71","71"
"pt_ag_711","Mercadorias","711","711"
"pt_ag_712","Produtos acabados e intermédios","712","712"
"pt_ag_713","Subprodutos, desperdícios, resíduos e refugos","713","713"
"pt_ag_714","Activos biológicos","714","714"
"pt_ag_717","Devoluções de vendas","717","717"
"pt_ag_7171","Mercadorias","7171","7171"
"pt_ag_7172","Produtos Acabados e Intermédios","7172","7172"
"pt_ag_7173","Subprodutos, Desperdícios, Resíduos e Refugos","7173","7173"
"pt_ag_7174","Ativos Biólogicos","7174","7174"
"pt_ag_718","Descontos e abatimentos em vendas","718","718"
"pt_ag_7181","Mercadorias","7181","7181"
"pt_ag_7182","Produtos Acabados e Intermédios","7182","7182"
"pt_ag_7183","Subprodutos, Desperdícios, Resíduos e Refugos","7183","7183"
"pt_ag_7184","Ativos Biólogicos","7184","7184"
"pt_ag_72","Prestações de Serviços","72","72"
"pt_ag_721","Serviço A","721","721"
"pt_ag_722","Serviço B","722","722"
"pt_ag_725","Serviços secundários","725","725"
"pt_ag_727","Devolução de Prestações de Serviço","727","727"
"pt_ag_7271","Serviço A","7271","7271"
"pt_ag_7272","Serviço B","7272","7272"
"pt_ag_7275","Serviços Secundários","7275","7275"
"pt_ag_728","Descontos e abatimentos","728","728"
"pt_ag_7281","Serviço A","7281","7281"
"pt_ag_7282","Serviço B","7282","7282"
"pt_ag_7283","Serviços Secundários","7283","7283"
"pt_ag_73","Variações nos Inventários da Produção","73","73"
"pt_ag_74","Trabalhos para a Própria Entidade","74","74"
"pt_ag_75","Subsídios à Exploração","75","75"
"pt_ag_76","Reversões","76","76"
"pt_ag_761","De depreciações e de amortizações","761","761"
"pt_ag_7611","Propriedades de investimento","7611","7611"
"pt_ag_7612","Activos fixos tangíveis","7612","7612"
"pt_ag_7613","Activos intangíveis","7613","7613"
"pt_ag_7614","Ativos Biológicos","7614","7614"
"pt_ag_7615","Investimentos financeiros","7615","7615"
"pt_ag_762","De perdas por imparidade","762","762"
"pt_ag_7621","Em dívidas a receber","7621","7621"
"pt_ag_7622","Em inventários","7622","7622"
"pt_ag_76226","Ativos Biológicos","76226","76226"
"pt_ag_7623","Em investimentos financeiros","7623","7623"
"pt_ag_7624","Em propriedades de investimento","7624","7624"
"pt_ag_7625","Activos fixos tangíveis","7625","7625"
"pt_ag_7626","Ativos Intangíveis","7626","7626"
"pt_ag_7627","Em investimentos em curso","7627","7627"
"pt_ag_76275","Adiantamentos por conta de investimentos","76275","76275"
"pt_ag_7628","Em activos não correntes detidos para venda","7628","7628"
"pt_ag_763","De provisões","763","763"
"pt_ag_77","Ganhos por Aumentos de Justo Valor","77","77"
"pt_ag_772","Em investimentos financeiros","772","772"
"pt_ag_773","Em propriedades de investimento","773","773"
"pt_ag_774","Em activos biológicos","774","774"
"pt_ag_78","Outros Rendimentos","78","78"
"pt_ag_781","Rendimentos suplementares","781","781"
"pt_ag_7811","Serviços sociais","7811","7811"
"pt_ag_7812","Aluguer de equipamento","7812","7812"
"pt_ag_7813","Estudos, projectos e assistência tecnológica","7813","7813"
"pt_ag_7814","Royalties","7814","7814"
"pt_ag_7815","Desempenho de cargos sociais noutras empresas","7815","7815"
"pt_ag_7816","Outros rendimentos suplementares","7816","7816"
"pt_ag_784","Ganhos em inventários","784","784"
"pt_ag_785","Rendimentos e ganhos em subsidiárias, associadas e empreendimentos conjuntos","785","785"
"pt_ag_786","Rendimentos nos restantes activos financeiros","786","786"
"pt_ag_787","Rendimentos nos investimentos não financeiros","787","787"
"pt_ag_788","Outros","788","788"
"pt_ag_7888","Outros Não Especificados","7888","7888"
"pt_ag_79","Juros, Dividendos e Outros Rendimentos Similares","79","79"
"pt_ag_791","Juros obtidos","791","791"
"pt_ag_792","Dividendos obtidos","792","792"
"pt_ag_8","Resultados","8","8"
"pt_ag_81","Resultado Líquido do Período","81","81"
"pt_ag_812","Imposto sobre o rendimento do período","812","812"
"pt_ag_89","Dividendos Antecipados","89","89"
