"id","name","code","iso_code","direction","grouping","decimal_point","thousands_sep","date_format","time_format","week_start"
"base.lang_pt","Portuguese / Português","pt_PT","pt","Left-to-Right","[3,0]",",",.,"%d-%m-%Y","%H:%M:%S","1"
